,Faixa de rendimentos,Total,% até 1/4 do salário mínimo,% entre 1/4 e 1/2 do salário mínimo,% entre 1/2 a 1 salário mínimo,% entre 1 a 2 salário mínimo,% entre 2 a 3 salário mínimo,% entre 3 a 5 salário mínimo,% Mais de 5 salários mínimos,% dos sem renda,% total
0,Sim,2490078,93.46135915905981,92.88825528422781,93.41202406452295,93.76308607632704,94.35269173272664,94.05510870430835,93.72993021326435,80.91419406575781,93.47465958834148
1,Não,173829,6.538640840940192,7.111744715772198,6.5879759354770515,6.236913923672964,5.647308267273366,5.944891295691646,6.27006978673564,19.08580593424218,6.525340411658514
